street,locality,region,old_address,lat,lon,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km
đường an dương vương,phường chợ quán,hồ chí minh,"Đường An Dương Vương, Phường 3, Quận 5, Hồ Chí Minh (cũ)",10.7596383,106.679513,0.1452850728547254,182.0,0.0882529163722853,87.0,0.138724649841704,52.0,0.0150272956068654,88.0,0.6098436957265304,19.0,0.0828967669252467,85.0,2.3668576594349475,3.0
đường nguyễn chí thanh,phường chợ lớn,hồ chí minh,"Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Hồ Chí Minh (cũ)",10.757906,106.6592158,0.0918484226434724,207.0,0.1199158889418661,80.0,0.3441715040774213,53.0,0.3269771230333841,33.0,0.4670393675903657,9.0,0.089445942634656,83.0,4.468465942157997,2.0
đường xuân thủy,phường an khánh,hồ chí minh,"Đường Xuân Thủy, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.802835,106.7379999,0.0888408867132524,52.0,0.5060891897458468,14.0,0.5715170985094904,9.0,0.0667048431826179,26.0,0.318983821312461,4.0,0.0,34.0,0.4711969544114247,9.0
đường phạm hữu lầu,phường tân mỹ,hồ chí minh,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh (cũ)",10.7042847,106.7305657,0.3665701664604313,29.0,2.3806395589627805,11.0,0.7761804332565505,2.0,1.0764176945879174,3.0,3.025532508017221,1.0,0.0,13.0,,0.0
đường nguyễn tri phương,phường vườn lài,hồ chí minh,"Đường Nguyễn Tri Phương, Phường Vườn Lài, Quận 10, Hồ Chí Minh (cũ)",10.765601,106.6677973,0.1950308347412576,210.0,0.4250194914524207,84.0,0.2339556917256711,55.0,0.338613361761832,66.0,0.5831013303666719,10.0,0.0280478208279954,74.0,3.343279350644141,3.0
đường quang trung,phường gò vấp,hồ chí minh,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8282593,106.6711417,0.2271088171488027,66.0,1.262638545748017,25.0,1.5846055577420126,7.0,0.8043930251458349,6.0,0.2043101297318348,7.0,0.1350125885728282,30.0,,0.0
đường bùi thị xuân,phường bến thành,hồ chí minh,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",11.0701042,106.6808337,0.4219382907302517,6.0,2.3911776459739493,1.0,1.0604627294719566,2.0,,0.0,2.75973642044358,1.0,0.0872185535609212,15.0,,0.0
đường phạm văn đồng,phường hạnh thông,hồ chí minh,"Đường Phạm Văn Đồng, Phường Hạnh Thông, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8183828,106.6866804,0.1446252794333038,75.0,0.6418370847924162,35.0,0.5696396859678009,10.0,0.8944871952221576,31.0,1.061857611424201,7.0,0.1514562078101606,41.0,4.004567351819027,3.0
đường phạm văn đồng,phường bình lợi trung,hồ chí minh,"Đường Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8237948,106.7052677,0.2428301294640865,58.0,2.2037410833157725,26.0,0.3527740115372501,9.0,0.2561032823953361,28.0,1.830248911304688,3.0,0.1608269801904638,25.0,3.266288083702073,5.0
đường nguyễn công trứ,phường sài gòn,hồ chí minh,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh (cũ)",10.7923307,106.710214,0.1649103812535736,97.0,1.4498165760648885,49.0,0.2933004039499611,15.0,0.1553468981741968,61.0,2.1067582884953944,12.0,0.0902547823783499,42.0,0.7103435609789256,7.0
đường lạc long quân,phường hòa bình,hồ chí minh,"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh (cũ)",10.7683975,106.6434112,0.1112909451989175,195.0,0.9853420849572404,72.0,0.1600668302379051,44.0,1.082008439945992,32.0,2.038083451219691,4.0,0.0749010288030155,55.0,,0.0
đường tên lửa,phường an lạc,hồ chí minh,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7475684,106.6110971,0.3785174312297434,66.0,0.3599337611501833,12.0,0.7266956746679081,14.0,0.7069415897086326,16.0,0.5459166506160071,1.0,0.0,26.0,,0.0
đường trần văn kiểu,phường bình phú,hồ chí minh,"Đường Trần Văn Kiểu, Phường 10, Quận 6, Hồ Chí Minh (cũ)",10.7334139,106.6265986,0.222986313987842,80.0,0.624345008764928,26.0,0.8848839581959863,21.0,1.1125084828436935,9.0,1.904870206629264,2.0,0.0,30.0,,0.0
đường bình phú,phường bình phú,hồ chí minh,"Đường Bình Phú, Phường 11, Quận 6, Hồ Chí Minh (cũ)",11.0145635,106.6831525,0.233625256859426,7.0,3.590593162927768,2.0,3.617798608479881,0.0,3.666635043646995,0.0,3.425761262581933,0.0,0.7297110036080855,6.0,,0.0
đường hà huy giáp,phường an phú đông,hồ chí minh,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh (cũ)",10.8567747,106.6792755,0.0,35.0,0.97403922184266,7.0,1.4090501628831675,5.0,1.8648809982417227,6.0,2.814281756020097,3.0,0.0858125889844612,20.0,,0.0
đường trương thị hoa,phường tân thới hiệp,hồ chí minh,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh (cũ)",10.8677261,106.6395311,0.0775528428598272,39.0,0.9583227523360556,6.0,1.2803074047852607,6.0,1.0050882650854054,10.0,,0.0,0.3485516548228187,12.0,,0.0
đường phan văn hân,phường gia định,hồ chí minh,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7946967,106.704198,0.4666605199515122,103.0,0.8962772162667362,51.0,0.4694878817137624,19.0,0.3183635932345142,67.0,2.274044093012692,10.0,0.1903343157969,46.0,1.2457155931751454,7.0
đường bình lợi,phường bình lợi trung,hồ chí minh,"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8121692,106.6890001,0.4565679062660852,100.0,0.9648646711095724,45.0,0.4270974381636809,12.0,0.7267889052948817,44.0,1.7646033758331194,7.0,0.1603263159358853,39.0,3.402817942930343,5.0
đường đặng thuỳ trâm,phường bình lợi trung,hồ chí minh,"Đường Đặng Thuỳ Trâm, Phường Bình Lợi Trung, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8267759,106.7019635,0.3229844614613355,52.0,1.7872345276552803,23.0,0.6863846982219879,8.0,0.7441141835754278,26.0,2.1428895093998177,6.0,0.2216411070038452,25.0,3.706835542545565,4.0
đường chu văn an,phường bình thạnh,hồ chí minh,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8099716,106.7040735,0.3517058281966545,103.0,1.066645883462131,37.0,0.9607827361666568,17.0,0.1228654507037159,50.0,2.7351877334377805,2.0,0.1448124211405867,47.0,1.9831090837511047,7.0
đường mạc văn,phường phú định,hồ chí minh,"Đường Mạc Văn, Phường 13, Quận 8, Hồ Chí Minh (cũ)",10.7428782,106.6550887,0.2499308730729394,146.0,1.0720477493709668,60.0,0.118120248688875,37.0,0.1583061071105641,18.0,0.7424187042239243,6.0,0.1194637459495954,34.0,,0.0
đường nguyễn ngọc lộc,phường diên hồng,hồ chí minh,"Đường Nguyễn Ngọc Lộc, Phường 14, Quận 10, Hồ Chí Minh (cũ)",10.7686492,106.6627691,0.2423673408469262,226.0,0.4287071007196592,82.0,0.1288254309549228,55.0,0.1278016142048294,58.0,0.773000903348049,8.0,0.3343310689398667,51.0,3.848872992674958,2.0
đường tô hiệu,phường phú thạnh,hồ chí minh,"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh (cũ)",10.7653283,106.6264001,0.073039414765183,121.0,2.262867802309427,43.0,0.5973513310231364,30.0,0.6257877547822874,30.0,2.960845291092747,1.0,0.2784001706702311,34.0,,0.0
đường hoa sứ,phường đức nhuận,hồ chí minh,"Đường Hoa Sứ, Phường 5, Quận Phú Nhuận, Hồ Chí Minh (cũ)",10.799282,106.6885708,0.3366092314705446,145.0,0.5415343685720739,57.0,0.2247381661227374,19.0,0.0771090871444725,65.0,2.356295439030597,4.0,0.4883474715761226,37.0,2.9013499045674265,6.0
đường phổ quang,phường tân sơn hòa,hồ chí minh,"Đường Phổ Quang, Phường 2, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8067414,106.66908,0.5477714107224352,116.0,0.5675619804281183,51.0,1.2172085411490003,19.0,0.8418102528504364,33.0,0.7893998809406549,9.0,0.084249296743144,42.0,5.010827876935172,2.0
đường hồng hà,phường tân sơn hòa,hồ chí minh,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8124799,106.6646444,0.226956575250719,99.0,1.1281419956884975,44.0,1.8906087565304883,12.0,1.529666862039232,21.0,0.1309239741353559,9.0,0.2035749914161559,20.0,,0.0
đường nguyễn thái học,phường cầu ông lãnh,hồ chí minh,"Đường Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh (cũ)",10.7671398,106.6958565,0.0889317970829122,149.0,0.364730402876137,87.0,0.2426995319371778,39.0,0.0924792361830358,94.0,0.2609814893097232,19.0,0.0475319663622287,108.0,0.4760573980191591,5.0
đường trường chinh,phường tân bình,hồ chí minh,"Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh (cũ)",10.80344,106.6373555,0.4539069627331325,93.0,0.6020589165713851,26.0,0.3379657310177452,15.0,0.4837019764697036,17.0,1.7334644577840184,3.0,0.0608024061290015,36.0,,0.0
đường đồng văn cống,phường cát lái,hồ chí minh,"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.7816895,106.7549467,0.485587406149527,40.0,1.483523914149141,7.0,0.8069847425031899,9.0,0.4190085893986594,19.0,1.38969095071538,4.0,0.3100916015346265,30.0,2.6536900993305035,7.0
đường trường chinh,phường tây thạnh,hồ chí minh,"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh (cũ)",10.8078687,106.6336398,0.1567372562981005,85.0,1.233139093871498,20.0,0.94322433929133,10.0,0.1301779129018248,17.0,1.9683343764020649,3.0,0.1005002583602393,38.0,,0.0
đường huỳnh tấn phát,phường tân mỹ,hồ chí minh,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh (cũ)",10.7262545,106.7324765,0.2647603036223351,44.0,0.1754895214910531,15.0,0.4304830032969495,4.0,0.7985663052164494,13.0,1.538234254988167,2.0,0.2445256453790286,28.0,,0.0
đường cộng hòa,phường tân sơn nhất,hồ chí minh,"Đường Cộng Hòa, Phường 4, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8007541,106.6598346,0.2929591247962473,127.0,0.7298426313477808,61.0,0.7320186058207714,21.0,0.6505285902391911,32.0,0.7233964940588209,4.0,0.08561355837593,32.0,,0.0
đường hồ biểu chánh,phường phú nhuận,hồ chí minh,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh (cũ)",10.794035,106.6770483,0.0694095480430843,168.0,0.3416504369705601,81.0,0.574598789523646,24.0,0.2112956719001877,58.0,2.0061668906688466,8.0,0.1530383602394927,46.0,3.4224638087302064,4.0
đường hồ xuân hương,phường bình thạnh,hồ chí minh,"Đường Hồ Xuân Hương, Phường 14, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8083874,106.696038,0.3822046911453411,110.0,0.3600807003818443,48.0,0.3185264041635291,15.0,0.1600366130221958,54.0,2.568223161647249,1.0,0.1609481614407819,50.0,2.528522548895648,6.0
đường trần đình xu,phường cầu ông lãnh,hồ chí minh,"Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh (cũ)",10.758902,106.6923243,0.1334827148595274,156.0,0.5086398109296493,84.0,0.2781102061884785,40.0,0.2041934242109331,89.0,0.4356517737680498,19.0,0.1072129839145376,69.0,1.4646657716286318,4.0
đường phan huy ích,phường tân sơn,hồ chí minh,"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8267837,106.6318747,0.4207664622846291,68.0,1.223301474675765,13.0,0.5398216588401995,8.0,0.2350753881339863,13.0,3.250243695354636,0.0,0.1274930284114385,28.0,,0.0
đường phan văn trị,phường bình thạnh,hồ chí minh,"Đường Phan Văn Trị, Phường Bình Thạnh, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8076477,106.6970921,0.4814510238644032,112.0,0.3188775686165138,49.0,0.4346460541747163,15.0,0.2619088140089575,53.0,2.7064792805178803,1.0,0.0953153492750513,50.0,2.3873308938792417,7.0
đường lê anh xuân,phường bến thành,hồ chí minh,"Đường Lê Anh Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",10.7720307,106.6950651,0.0562809404690818,152.0,0.4571239669611827,88.0,0.3283729940019814,41.0,0.0476417156779538,107.0,0.6149555031391682,19.0,0.0966443751005532,112.0,0.3306190929819997,5.0
đường nguyễn văn thủ,phường tân định,hồ chí minh,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)",10.7885233,106.6979436,0.0514431363704633,131.0,0.0686106291835634,70.0,0.4586664986349115,31.0,0.3788785806810234,106.0,1.4418648765450166,14.0,0.1146678404949724,69.0,1.3592045182547117,6.0
đường võ nguyên giáp,phường phước long,hồ chí minh,"Đường Võ Nguyên Giáp, Phường Phước Long A, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8266738,106.7610709,0.2275789707605551,45.0,1.7829732812814991,15.0,0.8833467705205521,6.0,1.4928357825744851,16.0,2.6155894087596674,1.0,0.0818438703504698,33.0,0.6598400317257349,7.0
đường phan đình phùng,phường cầu kiệu,hồ chí minh,"Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Hồ Chí Minh (cũ)",10.7978866,106.6826923,0.1771660626441828,152.0,0.7791360064246597,71.0,0.4379830595366123,21.0,0.4494462775974374,59.0,2.34114884302551,4.0,0.1971930372594087,41.0,3.275739716927,5.0
đường số 4,phường an nhơn,hồ chí minh,"Đường Số 4, Phường 5, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8249909,106.6922162,0.1279658995286367,63.0,0.8190205747593672,26.0,0.5705131347927026,10.0,0.2358840001774176,28.0,1.3113950448436127,5.0,0.1173965020823147,32.0,4.090362262263547,2.0
đường bạch đằng,phường tân sơn hòa,hồ chí minh,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8151215,106.6736814,0.0670845908121733,86.0,0.8610666700294812,43.0,1.350302144202649,11.0,0.8569153803356464,35.0,0.8021370999674018,9.0,0.1709105363653728,23.0,,0.0
đường lê văn sỹ,phường tân sơn hòa,hồ chí minh,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Hồ Chí Minh (cũ)",10.7977273,106.663405,0.1318908513076606,141.0,0.5078039785070364,73.0,0.3356930093322446,20.0,0.2939590772215233,33.0,1.1630886441701704,4.0,0.0824946263361064,38.0,4.795021280006875,2.0
đường kinh dương vương,phường an lạc,hồ chí minh,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh (cũ)",10.745247,106.6230703,0.2937548603810822,97.0,0.9333953178594736,28.0,0.3769998075815046,22.0,0.8138334670370837,17.0,1.250114588341659,2.0,0.03975052240157,31.0,,0.0
đường nguyễn văn hưởng,phường an khánh,hồ chí minh,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8163168,106.7281416,0.032848730287072,47.0,1.1447237764054017,15.0,1.5391870973710848,8.0,0.7819709514818282,27.0,1.448788014827076,6.0,0.0366495817993909,22.0,1.8517403594055,8.0
đường bạch vân,phường an đông,hồ chí minh,"Đường Bạch Vân, Phường 5, Quận 5, Hồ Chí Minh (cũ)",10.7516322,106.6753005,0.2019805085701844,169.0,0.340320881571472,82.0,0.0597053734707182,48.0,0.194718835989405,62.0,0.7205093869437452,12.0,0.1701712697467779,71.0,3.2658774170069087,3.0
đường số 35,phường bình trưng,hồ chí minh,"Đường số 35, Phường Bình Trưng Tây, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.7870717,106.7660104,0.5902126409186995,31.0,0.419200755444378,7.0,1.0662673007495254,8.0,0.8300068752352868,16.0,0.1386935106799125,3.0,0.0983629532409742,21.0,2.6502913747984964,5.0
đường hòa bình,phường phú thạnh,hồ chí minh,"Đường Hòa Bình, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh (cũ)",10.769011,106.6375362,0.2346876818041882,162.0,1.1233123912938856,63.0,0.4228711348397259,40.0,0.8168101836447612,31.0,2.542398534025007,1.0,0.0420093785413389,44.0,,0.0
đường lý thường kiệt,phường chợ lớn,hồ chí minh,"Đường Lý Thường Kiệt, Phường 12, Quận 5, Hồ Chí Minh (cũ)",10.7571295,106.6618732,0.0661951126271077,199.0,0.1027927255202779,79.0,0.4677192604439904,54.0,0.1469214717325498,37.0,0.1873469984752144,11.0,0.0436338835856401,92.0,4.224749267180027,2.0
đường tân hương,phường phú thọ hòa,hồ chí minh,"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh (cũ)",10.7889569,106.6181217,0.3063855459114901,82.0,1.4876926943001638,16.0,0.5457302796858619,14.0,0.3556911620055493,25.0,1.3857783742717038,1.0,0.0889854406439688,38.0,,0.0
đường ỷ lan,phường phú thạnh,hồ chí minh,"Đường Ỷ Lan, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh (cũ)",10.9429624,106.7210879,0.7589823691234864,11.0,1.7565245476478486,6.0,0.4423952588723666,3.0,0.8818480797568005,5.0,1.542536389501203,1.0,0.5853082179635263,14.0,,0.0
đường nguyễn thái sơn,phường hạnh thông,hồ chí minh,"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.820406,106.6840157,0.2494847903364127,74.0,0.4132828544021341,33.0,0.4901964967254911,10.0,0.8504405383542083,26.0,0.7045242023991288,7.0,0.0480005790263471,43.0,4.371967127018114,3.0
đường đỗ xuân hợp,phường phước long,hồ chí minh,"Đường Đỗ Xuân Hợp, Phường Phước Long A, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8291,106.7701635,0.802354719675037,49.0,1.503995225662764,14.0,0.1614682601369823,7.0,1.1512205795524837,9.0,2.3724494343621525,1.0,0.182296055275849,42.0,0.7901331859982683,6.0
đường hoàng văn thụ,phường phú nhuận,hồ chí minh,"Đường Hoàng Văn Thụ, Phường Phú Nhuận, Quận Phú Nhuận, Hồ Chí Minh (cũ)",10.7995089,106.6797169,0.3627848887548422,148.0,0.8742623091593594,68.0,0.568043456801171,19.0,0.8160529553920615,56.0,2.1430988879235384,7.0,0.0496157547107447,39.0,3.625486170665186,5.0
đường nguyễn văn linh,phường tân thuận,hồ chí minh,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh (cũ)",10.7482017,106.7207,0.3815212375475008,64.0,0.869263207547071,36.0,0.4358373531274934,10.0,0.6142379968620154,23.0,1.3874944805590752,4.0,0.1190172850990489,34.0,3.5438556070095903,3.0
đường số 2,phường hạnh thông,hồ chí minh,"Đường Số 2, Phường Hạnh Thông, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8279971,106.6811839,0.5465145331673983,66.0,0.4654355933153291,26.0,0.8262015040251323,8.0,0.194782069377159,16.0,0.2881993173540699,7.0,0.1684540129586784,54.0,,0.0
đường số 11a,phường an khánh,hồ chí minh,"Đường số 11A, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.9326362,106.733083,1.6693339037001802,10.0,1.705279103717559,6.0,1.3320029344608235,5.0,1.0355995372498392,7.0,2.3071103899312035,1.0,0.981181106098867,1.0,,0.0
đường cây điệp,phường tân định,hồ chí minh,"Đường Cây Điệp, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)",10.7891454,106.6977675,0.0352346753434991,129.0,0.0521292057846516,70.0,0.3873424669805296,31.0,0.4503350284174658,105.0,1.486866152676416,13.0,0.1086212298588423,68.0,1.4137997192725569,6.0
đường nguyễn văn công,phường hạnh thông,hồ chí minh,"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8189526,106.6766549,0.5244354232614753,79.0,0.4582358259084895,38.0,1.260310468717793,11.0,1.1419750720307469,25.0,0.8297774882448749,7.0,0.2578944776998751,27.0,4.946305180345097,1.0
đường bùi thị xuân,phường tân sơn hòa,hồ chí minh,"Đường Bùi Thị Xuân, Phường Tân Sơn Hòa, Quận Tân Bình, Hồ Chí Minh (cũ)",10.7937023,106.6645547,0.1576793604501192,159.0,0.3264177329610168,78.0,0.2348699136446619,25.0,0.308354694098345,42.0,1.4645928570637836,6.0,0.3033111627885026,38.0,4.429520639612141,3.0
đường tân sơn nhì,phường phú thọ hòa,hồ chí minh,"Đường Tân Sơn Nhì, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh (cũ)",10.7955034,106.6239513,0.3301971401073973,90.0,1.4605773066687662,17.0,0.5820620813378202,15.0,0.3541133489072898,26.0,1.0147101023735297,1.0,0.1014453187745524,62.0,,0.0
đường ba gia,phường tân sơn nhất,hồ chí minh,"Đường Ba Gia, Phường Tân Sơn Nhất, Quận Tân Bình, Hồ Chí Minh (cũ)",10.8024826,106.6546561,0.2671564653448596,122.0,0.8950252593438521,55.0,0.9781139895180812,18.0,1.140613135549636,25.0,0.2474508910983792,4.0,0.1756830032554634,20.0,,0.0
đường nguyễn thị lăng,xã củ chi,hồ chí minh,"Đường Nguyễn Thị Lăng, Xã Củ Chi, Huyện Củ Chi, Hồ Chí Minh (cũ)",10.9768424,106.5283214,2.214970972967761,1.0,,0.0,3.0246269654611404,1.0,3.296007725232507,0.0,,0.0,0.8720389097460248,4.0,,0.0
đường võ thị sáu,phường xuân hòa,hồ chí minh,"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh (cũ)",10.7783762,106.6825333,0.0543221017639164,203.0,0.221471530477408,86.0,0.568765330861174,46.0,0.224013399870412,117.0,0.2959786706872679,18.0,0.0207342279252737,74.0,1.8690467607415824,5.0
đường số 8,phường thông tây hội,hồ chí minh,"Đường Số 8, Phường 11, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8428209,106.6621431,0.1650900217471869,52.0,0.9136390486962532,11.0,0.8374763364551822,5.0,1.085560561053574,8.0,1.8626913820307989,5.0,0.0256923968100355,35.0,,0.0
đường lương định của,phường an khánh,hồ chí minh,"Đường Lương Định Của, Phường An Khánh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.7883265,106.7352337,0.029874197524731,51.0,1.154579228430845,20.0,0.3915548128546032,9.0,0.8723720203202805,31.0,1.4386559234630454,5.0,0.0,36.0,1.356211118424736,9.0
đường tôn đức thắng,phường sài gòn,hồ chí minh,"Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh (cũ)",10.779835,106.707658,0.6215397483074699,114.0,0.5588560342682696,66.0,0.9736305486224294,20.0,0.3622803229368759,92.0,0.7181491823397771,15.0,0.0015740591990024,51.0,0.2288171699491931,7.0
đường cách mạng tháng 8,phường bàn cờ,hồ chí minh,"Đường Cách Mạng Tháng 8, Phường 5, Quận 3, Hồ Chí Minh (cũ)",10.7745371,106.6867442,0.0993620626857351,183.0,0.2500665166301228,86.0,0.2933764603664721,45.0,0.2355261294641428,115.0,0.534441820413382,18.0,0.0367770780605031,84.0,1.281286229098956,5.0
đường số 43,phường an khánh,hồ chí minh,"Đường số 43, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8050147,106.7461236,0.0734372072106527,47.0,1.124875682936953,7.0,0.7691364581035828,9.0,0.1174799558297144,22.0,0.4041321900280854,5.0,0.2990897831025911,21.0,0.5301154661319564,8.0
đường đông hồ,phường tân hòa,hồ chí minh,"Đường Đông Hồ, Phường 8, Quận Tân Bình, Hồ Chí Minh (cũ)",10.7685163,106.6143899,0.2355186796450541,71.0,1.3012621689681958,20.0,0.5803649945409926,13.0,0.1404771357439795,27.0,2.86788691019577,1.0,0.0178152576328765,33.0,,0.0
đường lê thị riêng,phường thới an,hồ chí minh,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh (cũ)",10.8645326,106.6535201,0.0345963984914258,52.0,1.914257026982464,4.0,1.9861794345190007,4.0,0.6218935364104065,8.0,4.399652731285772,0.0,0.1880540656320533,23.0,,0.0
đường hoàng hoa thám,phường tân bình,hồ chí minh,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Hồ Chí Minh (cũ)",10.7983563,106.6463241,0.2630116487217966,131.0,0.546995096737269,49.0,0.0447465857250088,21.0,1.195024347818329,21.0,0.7797317274616953,4.0,0.1908999184323034,43.0,,0.0
đường cống quỳnh,phường bến thành,hồ chí minh,"Đường Cống Quỳnh, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",10.7676002,106.6868218,0.2079713956963002,183.0,0.1684181091586486,89.0,0.2429728003619571,45.0,0.0782999069793001,114.0,0.4561039653520926,19.0,0.1113771048084616,84.0,1.2652112073532722,4.0
đường nguyễn thị minh khai,phường tân định,hồ chí minh,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)",10.9287634,106.7617217,0.3052024024372218,16.0,2.996965502130968,4.0,0.1699418675836842,6.0,3.0669372771115624,0.0,,0.0,0.2262888481948096,2.0,,0.0
đường điện biên phủ,phường vườn lài,hồ chí minh,"Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh (cũ)",10.7726533,106.6789146,0.2078207317862725,212.0,0.3141893766544082,86.0,0.3789420225994445,52.0,0.2294794947350574,114.0,0.4539712366203782,19.0,0.0997021889274719,81.0,2.0831389873707424,4.0
đường số 79,phường tân hưng,hồ chí minh,"Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh (cũ)",10.740262,106.7088234,0.2494233260821023,86.0,0.6146741441122847,51.0,0.564828250383771,13.0,0.5603336562752079,34.0,1.2881798106526363,4.0,0.1662856503688864,38.0,3.599096737590924,3.0
đường cô giang,phường cầu ông lãnh,hồ chí minh,"Đường Cô Giang, Phường Cô Giang, Quận 1, Hồ Chí Minh (cũ)",10.7619583,106.6941232,0.096024229088835,149.0,0.2950513332403354,86.0,0.1138985119141339,37.0,0.1533970722501798,90.0,0.1080624106761167,19.0,0.1574704841190887,81.0,1.0761240654859967,4.0
đường phan đăng lưu,phường gia định,hồ chí minh,"Đường Phan Đăng Lưu, Phường 7, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8026588,106.6957607,0.0691289109689762,130.0,0.1445941186951344,50.0,0.3513150197837566,16.0,0.3676143151877772,60.0,2.792844049480154,1.0,0.0232465191701605,40.0,2.2795329308265964,6.0
đường phan tôn,phường tân định,hồ chí minh,"Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)",10.7899535,106.6961427,0.0836682901943463,138.0,0.1849370644854106,70.0,0.2801629075897354,28.0,0.4190908242124261,107.0,1.4739825323753977,13.0,0.0802502980631211,67.0,1.610827934617527,6.0
